Date,Property Description
"Tuesday, May 12, 2015",
"Tuesday, May 12, 2015","
Property For Sale
17,998 PROPERTIES for sale on Malta' s best rated property website: www.simonestates.com Phone 2388 0009, 7900 8287."
"Tuesday, May 12, 2015","
Property For Sale
BAĦRIJA. Semi-detached villa. Pool with deck area, panoramic views. €435,000. Phone 9940 9320."
"Tuesday, May 12, 2015","
Property For Sale
CENTRALLY LOCATED highly finished maisonette facing a green area. Three bedrooms, with three bathrooms and a large back yard.€123,000. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
GOZO, MARSALFORN. A three bedroom apartment with a large terrace and a garage. €115,000. Phone 9942 2146."
"Tuesday, May 12, 2015","
Property For Sale
GOZO, QALA. A two bedroom maisonette in shell form. €105,000, optional garage available. Phone 9942 2146. "
"Tuesday, May 12, 2015","
Property For Sale
MARSASCALA,St Thomas Bay area. This massive 160sqm corner apartment having three bedrooms, two bathrooms, large open plan kitchen / living / dining and a surrounding terrace with stunning direct green valley views. Just €174,000, optional garages. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
QAWRA. Bargain. One / two / three bedroom maisonettes, apartments and penthouses with open views, being offered fully finished, from €75,000 on plan. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
SLIEMA (Għar il-Lembi Street). Corner from seafront two bedroom apartment on plan to be sold highly finished. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
ST PAUL' S BAY. Seafront, new, luxuriously finished three bedroom apartment enjoying spectacular sea views of St Paul' s Bay and Xemxija. €250,000. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
ST THOMAS BAY AREA. This large, double fronted, three bedroom penthouse being sold finished, enjoying breathtaking valley views. €220,000. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
TARXIEN. Bargain. One / two / three bedroom maisonettes, apartments and penthouses to be sold fully finished to your choice, from €75,000. Phone owner 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
ŻEBBUĠ. Set on Mdina Road, an opportunity to acquire second floor office with superb potential for 101 different businesses with a total of 730sqm of open space, with two separate entrances / lifts. Can be also divided. €70/sqm. Phone 9922 0023."
"Tuesday, May 12, 2015","
Property For Sale
17,998 PROPERTIES for sale on Malta' s best rated property website: www.simonestates.com Phone 2388 0009, 7900 8287."
"Tuesday, May 12, 2015","
Property For Sale
BAĦRIJA. Semi-detached villa. Pool with deck area, panoramic views. €435,000. Phone 9940 9320."
"Tuesday, May 12, 2015","
Property For Sale
BIRGUMA. Three bedroom luxury finished penthouse with spacious front and back terraces enjoying beautiful distant sea views. €235,000. A rare find. Phone 9982 2287."
"Tuesday, May 12, 2015","
Property For Sale
NAXXAR. Three bedroom apartment in a quiet area of Naxxar, being sold highly finished, including bathrooms and internal doors. €192,000. Phone 7923 2369."
"Tuesday, May 12, 2015","
Property For Sale
SAN ĠWANN. Two bedroom apartment in the heart of San Ġwann, having an internal yard, back terrace and front balcony. Property is served with lift. €150,000. Phone 7923 2369."
"Tuesday, May 12, 2015","
Property For Sale
TAL-IBRAĠ. Spacious, new 170sqm apartments. Phone 9986 8012."
"Tuesday, May 12, 2015","
Property For Sale
1% AND SAVE on commissions when buying or selling your property www.fsmproperties.com Phone 7970 8350."
"Tuesday, May 12, 2015","
Property For Sale
10 PRICE REDUCTIONS this week on properties for sale at Ben Estates Ltd. Visit our website www.benestates.com or phone 9999 9983."
"Tuesday, May 12, 2015","
Property For Sale
17,998 PROPERTIES for sale on Malta' s best rated property website: www.simonestates.com Phone 2388 0009, 7900 8287."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD, Misraħ Kola area. Fully furnished 140msq apartment facing villa area. Three bedrooms, en-suite, large kitchen / dining / living, terrace. €163,000. Phone 9942 2256."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD, Misraħ Kola area. Modern, corner, three bedroom apartment with balconies, ready to move into. €163,000. Phone 7947 8478."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD, Misraħ Kola area. Modern, spacious, three bedroom apartment, ready to move into. €145,400. Phone 7947 8478."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD, Tal-Mirakli area. Semi-detached villa. Unusual layout, three bedrooms, en-suite, 250sqm plot. €450,000. Phone 7901 5000."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Bargain. Four double bedroom, all en-suite, semi-converted house of character boasting a 50ft frontage and large central courtyard. No agents. Phone 9942 7491."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Brand new, three bedroom, fully furnished and ready to move into maisonette. €170,000. Phone 9953 6947."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Bungalow or semi-detached, area 328sqm. 40% building with permits in hand. €375,000. Phone 7947 5593."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Choice of new, finished, three bedroom apartments behind Kitchen Garden. €154,000. Phone owner 9905 4890."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Designer finished, first floor, two bedroom apartment. Box room, use of roof. Phone 7929 4648."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Finished, elevated groundfloor maisonette. Yard, three bedrooms, interconnected three-car garage. €234,000. Phone 7959 5457."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Groundfloor maisonette, fully furnished. Four bedrooms, possibility of garage. Phone 7947 6637."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Highly finished, fully furnished, first floor maisonette. Open plan, three double bedrooms, washroom, full roof with garden furniture. €275,000, garage optional. Phone 7928 3504."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Maisonette. Three bedrooms, en-suite, walk-in. €135,700 Phone 9942 2256."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Semi-basement maisonette with front terrace, also ideal as an office. Being sold finished. €128,150. Phone 7947 8478."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Semi-detached villa having a BBQ, newly renovated deck / pool area, two-car garage across the road. €645,000. Phone 9953 6947."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD. Squarish layout, three bedroom apartment with washroom, part of roof. €130,000. Phone9967 0019."
"Tuesday, May 12, 2015","
Property For Sale
ATTARD / Naxxar / Mosta: houses of character; terraced house, flats, maisonettes, bungalow, plots. Phone 2143 1695 or 7921 1403."
"Tuesday, May 12, 2015","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. Duplex maisonette. Four bedrooms, interconnecting garage, pool. Phone 7930 2133."
"Tuesday, May 12, 2015","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. Highly finished, bright, three bedroom, spacious first floor maisonette enjoying three bathrooms (two en-suite), open plan, own roof, sea and country views. Being sold with brand new furniture. No agents. €365,000. Phone 7944 3029."
"Tuesday, May 12, 2015","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. Imposing detached villa with pool and 15+ garage. Price on request. Phone 9926 4468."
"Tuesday, May 12, 2015","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. New on the market. Luxury finished, three bedroom wide fronted penthouse situated at level 5, having large terrace overlooking Madliena cliffs and sea views, priavte pool and communal pool, three-car lock-up garage. Phone 7949 3537."
"Tuesday, May 12, 2015","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. Two brand new, finished, three bedroom apartments with sea views. Great rental investment or first time buyer. No agents. Phone 9942 7491."
"Tuesday, May 12, 2015","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. Very particular four bedroom, highly finished duplex maisonette. Pool, entertaining area, kitchenette / BBQ. €430,000. Phone 9945 1505."
"Tuesday, May 12, 2015","
Property For Sale
BAĦRIJA. Fully detached bungalow. Surrounding garden, four bedrooms + two garages which can hold six cars. Highly recommended. €900,000. Phone 7947 3138."
"Tuesday, May 12, 2015","
Property For Sale
BAĦRIJA. Semi-detached villa with unobstructed views, pool and underlying garage. Plot 240sqm. €450,000. Phone 7943 1977."
"Tuesday, May 12, 2015","
Property For Sale
BAĦRIJA. Three bed apartment designer built highly finished €121,000. Bargain. Phone owner 7944 5991."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Brand new luxury, three bedroom, second floor apartment. Large open plan kitchen, living / dining room, two luxury bathrooms, large balcony, lift. €147,000, garage optional. Phone 9991 9343."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Bright, fully converted three / four bedroom, double fronted, designer finished townhouse. Lounge / dining leading to 85sqm garden, separate kitchen also leading to garden, two terraces, main bathroom, spare toilet, shower / bathroom en-suite. Completion date June 30, 2015. €485,000. Optional two-car garage €40,000. Phone 7938 0841."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Corner, 350sqm plot for semi-detached villa.€389,000. Phone 9967 0019."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Direct from owner. Highly finished three bedroom apartments. €175,000. No agents. Phone 7958 4801."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Direct from owner. Highly finished two bedroom apartments. €155,000. No agents. Phone 7958 4801."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Finished three bedroom apartment including one-car space. € 212,000. Phone 9981 1557."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Highly designed groundfloor maisonette. Two double bedrooms, office / third bedroom, back yard, washroom. €198,000, garage optional. Phone 7928 3504."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Large, very well kept solitary maisonette having a spacious back yard. Property has potential for further development. Priced to sell, €239,000. Phone Donald 9949 8660."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. New, elevated, spacious, highly finished, three bedroom maisonette. €157,000. Phone 9924 9188."
"Tuesday, May 12, 2015","
Property For Sale
BALZAN. Spacious, three bedroom, first floor maisonette with own roof / washroom. Phone 2149 0902/9947 1810."
"Tuesday, May 12, 2015","
Property For Sale
BIRGUMA. 160sqm penthouse. Three bedrooms, open plan, terraces, views. €229,000, garage optional. Phone 9949 5041."
"Tuesday, May 12, 2015","
Property For Sale
BIRGUMA. Three bedroom luxury finished penthouse with spacious front and back terraces enjoying beautiful distant sea views. €235,000. A rare find. Phone 9982 2287."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA, central, close to bypass. Garage / store 35.40 x 6.30m (118 x 21ft) 16 courses. €165,000 FH. Phone 7949 5758."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA, old church area. Finished three bedroom apartment. €150,000 and two bedroom penthouse. €125,000. Phone owner 7988 4466"
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA, Swatar / Ta' Paris. Newly built one double bedroom, penthouse with a large terrace. Block of four served with lift. €100,000. Finished, including doors and bathroom. Phone 9913 7275."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA, Ta' Paris / Swatar . New development. Three bedroom penthouse €163,000; three bedroom apartments €150,000; three bedroom maisonette with two yards €163,000. All highly finished. Phone owner 9994 6417."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA, Ta' Paris / Swatar. Looking for an XXL maisonette? 230sqm three double bedrooms, with two yards. 177sqm. Highly finished. Phone owner 9944 7922."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA, Ta' Paris / Swatar. Truly larger than usual, highly finished 215sqm three double bedroom apartment with an amazing layout. €166,000. Phone owner 9944 7922."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Apartment, open plan. Three bedrooms, balconies. €126,000. Phone 9907 2108."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Apartments shell. Three bedrooms, en-suite, part ownership of roof, washroom, common area finished. €79,500. Phone 7901 5000."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Converted townhouse close to all amenities. Kitchen / living / dining, three bedrooms, back yard, washroom at roof level , garage. €200,000. Phone 7992 2265."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Expertly converted, furnished house of character. Open plan, two bedrooms, study, washroom, authentic features. €185,000. Phone 9988 3854."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Modern, finished house with kitchen and appliances. €80,000 FH. Phone owner 9944 7444; [email protected]
/* <![CDATA[ */!function(){try{var t=""currentScript""in document?document.currentScript:function(){for(var t=document.getElementsByTagName(""script""),e=t.length;e--;)if(t[e].getAttribute(""cf-hash""))return t[e]}();if(t&&t.previousSibling){var e,r,n,i,c=t.previousSibling,a=c.getAttribute(""data-cfemail"");if(a){for(e="""",r=parseInt(a.substr(0,2),16),n=2;a.length-n;n+=2)i=parseInt(a.substr(n,2),16)^r,e+=String.fromCharCode(i);e=document.createTextNode(e),c.parentNode.replaceChild(e,c)}}}catch(u){}}();/* ]]> */"
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. One bedroom penthouse with a large front terrace, finished. €93,000. Phone owner 7927 2465. "
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Ready to move into, fully finished two bedroom apartments, very good area. Highly recommended. €145,000. Phone 7992 2265."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Semi-finished, two bedroom solitary duplex maisonette. €132,000. Phone 7922 0904."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Three bedroom houses of character in village core, 95% converted. €382,000. Phone 9999 1933."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Three bedroom townhouse with interconnecting garage. €250,000. Viewing comes with free conversion ideas. Phone 7970 1900."
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Two bedroom maisonette, finished, with a large open plan two bedrooms, bathroom, en-suite and large back yard. E106,000. Phone owner 7927 2465. "
"Tuesday, May 12, 2015","
Property For Sale
BIRKIRKARA. Two double bedroom, nearly finished penthouse. Big terraces. Failed engagement. €108,000. Phone 2138 5451 or 9947 3904."
"Tuesday, May 12, 2015","
Property For Sale
BIRŻEBBUĠA, Qajjenza. New apartments, large living, two bedrooms, from €72,000. Phone 7965 2339."
"Tuesday, May 12, 2015","
Property For Sale
BIRŻEBBUĠA, Qajjenza. Three bedroom, second floor apartment with washroom and roof. Block of two. €155,000, including kitchen. Must be seen. Phone 77112 4545."
"Tuesday, May 12, 2015","
Property For Sale
BIRŻEBBUĠA, Tal-Papa. Terraced house consisting of open plan kitchen, living, dining area, separate formal sitting room, three double bedrooms, main bathroom, en-suite, study, washroom and own roof, back-yard, own well. Semi-basement four-car garage and workshop. Being sold partially furnished. €320,000. Phone owner 7984 2544."
"Tuesday, May 12, 2015","
Property For Sale
BIRŻEBBUĠA. 18 room corner farmhouse in the quiet outskirts of Birżebbuġa. €517,121. Phone 2388 0047,7900 8286."
