Date,Property Description
"Wednesday, June 10, 2015",
"Wednesday, June 10, 2015","
Property For Sale
17,938 PROPERTIES for sale on Malta' s best rated property website: www.simonestates.com Phone 2388 0009, 7900 8287."
"Wednesday, June 10, 2015","
Property For Sale
ATTARD. One-car basement lock-up garage in a block of garages, situated behind Scotts Supermarket. €12,500, negotiable. Phone 9948 7407"
"Wednesday, June 10, 2015","
Property For Sale
BALZAN. New, large two bedroom apartment highly finished. €147,000. Phone 2163 2918."
"Wednesday, June 10, 2015","
Property For Sale
BIRKIRKARA, old church area. Finished three bedroom apartment €150,000; two bedroom penthouse €125,000. Phone owner 7988 4466. "
"Wednesday, June 10, 2015","
Property For Sale
BIRKIRKARA. Two double bedroom, nearly finished spacious penthouse, big terraces. Failed engagement. €108,000. Phone 2138 5451 or 9947 3904."
"Wednesday, June 10, 2015","
Property For Sale
COSPICUA (Bormla, Verdala area). Groundfloor two bedroom maisonette; second floor two bedroom apartment with large terrace, served with lift. Phone owner 9949 9132 or 7940 6347."
"Wednesday, June 10, 2015","
Property For Sale
FLORIANA. Top floor, two bedroom apartment in a quiet location. Views of grand harbour from roof. €135,000. Phone 2388 0026, 7979 8282."
"Wednesday, June 10, 2015","
Property For Sale
GOZO, NADUR. Priced to sell plot of land suitable for a small terraced house with ample space for a swimming pool. €85,000. Phone 9947 6959."
"Wednesday, June 10, 2015","
Property For Sale
GOZO, SAN LAWRENZ. Furnished four bedroom house, pool, eight car garage, views, underfloor heating, €375,000. Phone 9949 1115."
"Wednesday, June 10, 2015","
Property For Sale
GOZO, SANNAT. First floor maisonette with own airspace, being sold furnished, measuring around 180sqm, two double bedrooms and roof garden. €180,600. Phone 7947 0419."
"Wednesday, June 10, 2015","
Property For Sale
GOZO, XLENDI. Charming two bedroom apartment having three balconies enjoying sea views. Very good apartment. €135,000. Phone 9949 2695."
"Wednesday, June 10, 2015","
Property For Sale
ĦAMRUN. Exclusive, three bedroom, luxurious penthouse. High return investment. €250,000. Phone 9901 2580."
"Wednesday, June 10, 2015","
Property For Sale
LIJA. Three bedroom, new, luxury, first floor maisonette. €199,000, garage optional. Phone 7944 6688."
"Wednesday, June 10, 2015","
Property For Sale
MARSASCALA. Large studio apartment, sea views, communal pool, fully furnished and airconditioning, terrace, €197,000. Phone 7967 9111."
"Wednesday, June 10, 2015","
Property For Sale
MOSTA, Speranza area. Bright, two double bedroom apartment ready to move into, including an interconnected garage. €159,500. Phone 7920 4161."
"Wednesday, June 10, 2015","
Property For Sale
MOSTA. Finished penthouse. One bedroom, large living area, front / back terraces, airspace and lift. €106,000. Phone 9940 9320."
"Wednesday, June 10, 2015","
Property For Sale
MOSTA. Four bedroom corner terraced house, four floors. Terrace, two-car garage. €325,000. Phone 9942 0029."
"Wednesday, June 10, 2015","
Property For Sale
MSIDA. Fourth floor penthouse. 18ft terrace, new lift, two bedrooms (one en-suite), kitchen / living/ dining, two bathrooms. €116,235, own airspace and a one-car garage included. Phone 2388 0047, 7900 8286."
"Wednesday, June 10, 2015","
Property For Sale
NAXXAR. Large three bedroom apartment finished €129,000. Phone 2163 2919."
"Wednesday, June 10, 2015","
Property For Sale
SAN ĠWANN. Commercial 120sqm suitable for any type of business. €465,000. Phone 9901 2580."
"Wednesday, June 10, 2015","
Property For Sale
SAN PAWL TAT-TARĠA. Bright and spacious three bedroom apartment, good finishes. Views up to Gozo. Worth it at €245,000. Phone 9986 8012."
"Wednesday, June 10, 2015","
Property For Sale
SENGLEA (L-Isla). Seafront, two bedroom apartment with harbour views, lift installed. €365,000. Phone 2388 0026, 7979 8282."
"Wednesday, June 10, 2015","
Property For Sale
SLIEMA, Stella Maris. Fantastic apartment with potential for four or five bedrooms. €250,000. Must sell. Phone 7949 4923."
"Wednesday, June 10, 2015","
Property For Sale
ST JULIANS. Bar close to Balluta Bay. Fully equipped, as a going concern. €233,000. Phone 9949 5479."
"Wednesday, June 10, 2015","
Property For Sale
ST JULIANS. Brand new, 82sqm, two bedroom apartment close to Portomaso, with yard. €250,000. Phone 7943 1977."
"Wednesday, June 10, 2015","
Property For Sale
ST JULIANS. Street level garage, 400sqm on two floors. €280,000. Phone 9949 5479."
"Wednesday, June 10, 2015","
Property For Sale
ST VENERA. Maisonette behind Romeo Romano Gardens. Finished €95,000. Phone 2163 2918."
"Wednesday, June 10, 2015","
Property For Sale
ST VENERA. Three bedroom fully furnished apartment with own washroom on part of roof. €83,500. Phone owner 7925 3429. "
"Wednesday, June 10, 2015","
Property For Sale
SWIEQI. Ready to move into and equipped two bedroom apartment with lock-up garage. €230,000. Phone 7943 1977."
"Wednesday, June 10, 2015","
Property For Sale
VALLETTA. Converted townhouse. Seven rooms, roof terrace. Ideal as offices. €660,000. Phone 2388 0010, 7900 8287."
"Wednesday, June 10, 2015","
Property For Sale
VALLETTA. Office with 24 rooms built around a central courtyard. €1,700,000. Phone 2388 0010, 7900 8287."
"Wednesday, June 10, 2015","
Property For Sale
VALLETTA. Townhouse. Large living area, two bedrooms, roof terrace. €360,000. Phone 2388 0010, 7900 8287."
"Wednesday, June 10, 2015","
Property For Sale
ŻABBAR. Finished apartments with large open plan, three bedrooms, en-suite, roof. €90,000. Direct from owner. Phone 7980 4368."
"Wednesday, June 10, 2015","
Property For Sale
17,938 PROPERTIES for sale on Malta' s best rated property website: www.simonestates.com Phone 2388 0009, 7900 8287."
"Wednesday, June 10, 2015","
Property For Sale
BALZAN. Finished, large three bedroom apartment. Must view. €152,000. Phone 2163 2918."
"Wednesday, June 10, 2015","
Property For Sale
BUNGALOW converted, with land and more. €550,000. Phone 7949 2605."
"Wednesday, June 10, 2015","
Property For Sale
GOZO, MARSALFORN. A two bedroom apartment with country views. New on the market. €85,000. Phone 9942 2146. "
"Wednesday, June 10, 2015","
Property For Sale
GOZO, NADUR. Groundfloor two bedroom apartment on two roads. €235,000, optional garage available. Phone 9942 2146."
