Date,Property Description
"Wednesday, April 18, 2018",
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. Large, finished, 150sqm three bedroom apartment. Must view. €och292,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Furnished, large three bedroom penthouse with garage, solar heating, fully air-conditioned and much more. €295,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Exceptional apartment with garden. Part of old family house. Three bedrooms, terrace, sea, garden and valley views, garage. €700,000 or nearest offer. Phone 7979 5599."
"Wednesday, April 18, 2018","
Property For Sale
DINGLI. Exclusive, four bedroom townhouse, street level garage, two entrances. €560,000. Phone 7942 1874."
"Wednesday, April 18, 2018","
Property For Sale
GOZO, QALA. Unconverted three bedroom house, small garden, lot of potential, bargain. €198,000. Phone 9949 1115.ine GOZO, VICTORIA. Two / three bedroom townhouse, sitting, dining, kitchen, roof terrace, unconverted. €215,000. Phone 7967 9111."
"Wednesday, April 18, 2018","
Property For Sale
GOZO, XAGĦRA. A five bedroom cliff-edge farmhouse with stunning views and a swimming pool.€600,000. Phone 9942 2146."
"Wednesday, April 18, 2018","
Property For Sale
MSIDA, just off marina. Two bedroom apartments. Kitchen / living / dining, two bathrooms, balcony. Sold including doors and bathrooms. From €175,000. Phone 9949 8806."
"Wednesday, April 18, 2018","
Property For Sale
NAXXAR. Converted house of character. Three double bedrooms, wine cellar, central courtyard, roof garden, street level garage. €520,000. Phone 9948 7331."
"Wednesday, April 18, 2018","
Property For Sale
QAWRA, near aquarium. Two bedroom fully furnished flat, ready to move in, sea views. Phone owner 7927 5625."
"Wednesday, April 18, 2018","
Property For Sale
QAWRA. Large, finished three bedroom penthouse in sought after area. €och348,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
SAN ĠWANN. Finished large three bedroom apartment having open plan bathroom, ensuite. €och230,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
SLIEMA. Corner townhouse with garage, prime location. €400,000, negotiable. Phone 9944 7484."
"Wednesday, April 18, 2018","
Property For Sale
GOZO, VICTORIA. A three bedroom terraced house with two yards. €186,500. Phone 9942 2146."
"Wednesday, April 18, 2018","
Property For Sale
QAWRA. Finished three bedroom apartment. Must view. €och158,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
SAN ĠWANN. Finished, large three bedroom apartment having open plan, bathroom, ensuite. €och230,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
GOZO, NADUR. A cliff-edge, three double bedroom house of character with pool and a large sun deck area. €465,000. Phone 9942 2146."
"Wednesday, April 18, 2018","
Property For Sale
1% ANNE PULLICINO sensara www.anneproperties.com Phone 9942 2749."
"Wednesday, April 18, 2018","
Property For Sale
10 PRICE REDUCTIONS this week on properties for sale at Ben Estates Ltd. Visit our website www.benestates.com or phone 9999 9983."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD, Misraħ Kola. Designer finished / partly furnished semi-detached villa. Large open plan, pool and entertainment area, two bathrooms, three spacious bedrooms, washroom and rooftop terrace and garage. €695,000. Phone 7947 3399."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD, Tal-Mirakli. Semi-detached two / three bedroom maisonette. Full roof, garage, views. €320,000. Phone 7900 5544."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. Excellently finished and partly furnished three bedroom semi-detached bungalowwith garden and carport.€797,000.Phone7902 8283/2339 2451."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. House of character. 400-year-old expert conversion. Four bedrooms, private courtyard, pool, two roofs, etc. €675,000. Phone 7982 7563."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. Large, finished150sqm three bedroom apartment. Must view. €och292,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. New and finished. large three bedroom apartment. €240,000. Phone 9911 9238."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. Semi-detached villa comprising six bedrooms and three bathrooms. €745,000, with interconnected two-car garage.Phone 9920 7419."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD. Semi-detached villa. Exclusive and rare to find, designer finished, three bedrooms. Villa area. €695,000. Phone now to view 9900 0480."
"Wednesday, April 18, 2018","
Property For Sale
ATTARD.Highly finished three bedroom apartment in a prime area, with a large open plan kitchen / living / dining area. €245,000. Phone 7974 7723/2339 2452."
"Wednesday, April 18, 2018","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. 150sqm third floor apartment situated in a quiet area near the countryside. Highly finished and ready to move into. €350,000. Phone 7905 1578."
"Wednesday, April 18, 2018","
Property For Sale
BAĦAR IĊ-ĊAGĦAQ. Fully detached bungalow set on 4,000sqm of garden. Large pool area, spacious living area / kitchen, four bedrooms, garage and carport. €1,950,000. Phone 9987 0009."
"Wednesday, April 18, 2018","
Property For Sale
BAĦRIJA. Three bedroom corner apartment including garage, finished, bathrooms and doors, washroom, balcony. €190,000. Phone 9942 4194."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN, close to San Anton Gardens. Three bedroom / two bathroom, garden views, ownership of roof. €245,000. Phone 9900 7002."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN. 150sqm designer finish apartment, ownership of roof. €245,000. Phone 9942 2256."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN. 170sqm unconverted townhouse with kitchen / living / dining area, and back yard on groundfloor. Comprises two bedrooms, bathroom, storage, and balcony on first floor. Includes airspace. €245,000 FH. Phone 9972 9229."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN. Beautifully finished, three bedroom furnished apartment with garage, wheelchair-accessible. Quiet location. €320,000. No agents. Phone Mike 9932 1039."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN. Elevated groundfloor apartment. Three bedrooms, main ensuite, bathroom, kitchen / dining, living room, box room and back yard with conservatory. Offered mainly furnished. €279,000. Phone 7947 3138."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN. Elevated groundfloor maisonette. Open plan, three bedrooms, yards, garage. €310,000. Phone 7777 9011."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN. Three bedroom semi-detached villawith study, 10-car garage, carport, and front garden.€805,000. Phone7902 8283/2339 2451."
"Wednesday, April 18, 2018","
Property For Sale
BALZAN.Wonderfully, recently finished, four bedroom townhouse. Large living / kitchen areas, garden / pool, courtyard. Two-car garage, annex. €2,000,000. Phone 9942 1969."
"Wednesday, April 18, 2018","
Property For Sale
BIDNIJA. Semi-detached bungalow including large pool, three bedrooms and country views. Phone 7928 5667."
"Wednesday, April 18, 2018","
Property For Sale
BINĠEMMA. 400sqm plot for two terraced houses with pool in a superb quiet location. €695,000. Phone 9949 9337."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA (Fleur-de-Lys Road). Unconverted, traditional small townhouse comprising sitting / living, kitchen / dining, two bedrooms, back yard, full roof and airspace. Reduced to sell, €135,000. Phone7981 8181."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA, Fleur-de-Lys. Terrace house. Four bedrooms, four-car garage. Phone 7942 1340."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA, old church area. Spacious, modern, wide fronted, 160sqm, tastefully finished three bedroom apartment. Study, balcony, terrace. €285,000. Phone 9942 1969."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA, Ta' Paris. Furnished three bedroom maisonette with garage and 42sqm outdoor area. €349,000. Phone 9948 8554. "
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA, Ta' Paris. Three bedroom apartments near Mater Dei Hospital. €186,000. Phone 7942 2408."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Furnished, large three bedroom penthouse with garage, solar heating, fully air-conditioned and much more. €295,000. Phone 7947 0510."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Furnished, three bedroom terraced house with garage and own roof space having a site area of 162sqm.€480,000. Phone 9928 8466."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Old maisonette in an alley. Three floors, unconverted, two large bedrooms, roof terrace, views. Bargain, €127,500.Phone 9950 0150."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Priced to sell. Larger than usual house of character. Can be converted to four bedroom. €343,000. Phone 9989 1899."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Third floor, three bedroom apartment. Open plan, study, furnished, etc. €199,000. Phone 9949 2577."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Three bedroom maisonette with two yards. €297,000. Phone 9970 1466."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Two bedroom, first floor, finished apartment. €159,000. Phone 7905 2842."
"Wednesday, April 18, 2018","
Property For Sale
BIRKIRKARA. Two double fronted townhouses in the village core, without side space. €800,000. No agents. Phone Dylan 9949 8243."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Exceptional apartment with garden. Part of old family house. Three bedrooms, terrace, sea, garden and valley views. Garage. €700,000 or nearest offer. Phone 7979 5599."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Farmhouse, .45ha (4 tumoli) of land, unconverted. €870,000. Phone 7993 6413."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Highly finished three bedroom apartment with sea views. €170,000. Phone 9917 0000."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Seafront, semi-finished two bedroom apartment. Two bathrooms, large open plan with impeccable sea views. Use of roof. €220,000. Phone 9983 7387. "
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Spacious furnished terraced house facing green area. Basement eight-car garage, own roof. €415,000. Phone 9964 4224."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Terraced house. Three bedrooms, two-car garage, large yard. €480,000. Phone 7993 6413."
"Wednesday, April 18, 2018","
Property For Sale
BIRŻEBBUĠA. Three bedroom, shell form apartment with country views. €140,000. Phone 7905 2842."
"Wednesday, April 18, 2018","
Property For Sale
BUĠIBBA, seafront. Choice of highly finished one, two three bedroom units starting from €225,000. Reserve yours. Phone 9945 6442."
"Wednesday, April 18, 2018","
Property For Sale
BUĠIBBA, square area. New development. One / two / three bedroom apartments starting from €och120,000. Phone 7987 1787."
"Wednesday, April 18, 2018","
Property For Sale
BUĠIBBA. Brand new two bedroom apartment near square. €150,000. Phone 9905 1113."
"Wednesday, April 18, 2018","
Property For Sale
BUĠIBBA. Fully furnished duplex penthouse with distant sea views, interconnecting garage. Ready to move into. €265,000. Phone 9994 5919."
"Wednesday, April 18, 2018","
Property For Sale
BUĠIBBA. Great rental investment. Choice of two bedroom apartments starting from €140,000. Phone 9942 0316."
"Wednesday, April 18, 2018","
Property For Sale
BUĠIBBA. Minutes from the sea, promenade and square. A freehold fully furnished groudfloor maisonette wih own entrance and yard. An ideal summer house for an elderly couple or couple with young children. Phone 7959 2709."
