Date,Property Description
"Wednesday, May 16, 2018",
"Wednesday, May 16, 2018","
Property For Sale
100% FOCUSED on quality properties. Excel Homes Real Estate Ltd www.Excel.com.mt Phone 9945 1255, 2141 3355."
"Wednesday, May 16, 2018","
Property For Sale
BIRKIRKARA. Furnished, large three bedroom penthouse with garage. Solar heating, fully air-conditioned and much more. €295,000. Phone 7947 0510."
"Wednesday, May 16, 2018","
Property For Sale
BUĠIBBA. Street level garage with permit for Class 4 shop, 55sqm x 12 courses high, with back yard and front terrace. Phone owner 9949 4134."
"Wednesday, May 16, 2018","
Property For Sale
FORT CAMBRIDGE. Ninth floor, fully furnished, luxury, 238sqm seafront apartment with 50sqm terrace enjoying fantastic views. Ready to move into. €990,000. Phone 9949 5493."
"Wednesday, May 16, 2018","
Property For Sale
GOZO, VICTORIA. Central, unconverted three bedroom house, garden. Ideal first time buyers. €148,000. Phone 9949 1115."
"Wednesday, May 16, 2018","
Property For Sale
GOZO, XAGĦRA. A four bedroom rustic house with pool, terrace, garage and splendid views. €550,000. Phone 9942 2146."
"Wednesday, May 16, 2018","
Property For Sale
GOZO, XEWKIJA. Three bedroom furnished house. Garage, terrace.First time buyers opportunity. €285,000. Phone 7967 9111."
"Wednesday, May 16, 2018","
Property For Sale
LIJA. New, large, 150sqm three bedroom apartment with washroom and part of roof and garage. Must view. €285,000. Phone 7947 0510."
"Wednesday, May 16, 2018","
Property For Sale
QAWRA. Large, finished three bedroom penthouse in sought after area. €348,000. Phone 7947 0510."
"Wednesday, May 16, 2018","
Property For Sale
QAWRA. Three bedroom (one with ensuite) spacious penthouse. Combined kitchen-dining facing wonderful sea / country views, spacious front terrace. Nice area. €340,000. Phone 2148 6936/7906 0250."
"Wednesday, May 16, 2018","
Property For Sale
SAN ĠWANN. Finished large three bedroom apartment having open plan bathroom, ensuite €230,000. Phone 7947 0510."
"Wednesday, May 16, 2018","
Property For Sale
ST JULIANS. 400sqm garage having permit for car hire and Y plate. Phone 7947 1071."
"Wednesday, May 16, 2018","
Property For Sale
ST JULIANS. Bright, 160sqm three bedroom apartment just off Balluta and Spinola Bay. €409,000, interconnecting garage included. Phone 7947 1661."
"Wednesday, May 16, 2018","
Property For Sale
100% FOCUSED on quality properties. Excel Homes Real Estate Ltd www.Excel.com.mt Phone 9945 1255, 2141 3355."
"Wednesday, May 16, 2018","
Property For Sale
GOZO, VICTORIA. A three bedroom house of character with front courtyard, large terrace and views. €269,000. Phone 9942 2146."
"Wednesday, May 16, 2018","
Property For Sale
LIJA New large three bedroom apartment 150sqm with washroom and part of roof and garage. Must view. €285,000. Phone 7947 0510."
"Wednesday, May 16, 2018","
Property For Sale
MADLIENA. Stunning, partly furnished apartment in new block. Fitted kitchen, three bedrooms, car space. Amazing sea and country views. €470,000. Phone 9949 5493."
"Wednesday, May 16, 2018","
Property For Sale
QAWRA. Finished three bedroom apartment. Must view. €158,000. Phone 7947 0510."
"Wednesday, May 16, 2018","
Property For Sale
100% FOCUSED on quality properties. Excel Homes Real Estate Ltd www.Excel.com.mt Phone 9945 1255, 2141 3355."
"Wednesday, May 16, 2018","
Property For Sale
GOZO, MARSALFORN. A three bedroom apartment with unobstructed country views. €125,000. Phone 9942 2146."
"Wednesday, May 16, 2018","
Property For Sale
ST JULIANS. Bar as a going concern, close to Balluta. €350,000. Phone 7947 1071."
"Wednesday, May 16, 2018","
Property For Sale
ST JULIANS. Bright, three bedroom 160sqm apartment just off Balluta and Spinola Bay. €409,000, interconnecting garage included. Phone 7947 1661."
"Wednesday, May 16, 2018","
Property For Sale
100% FOCUSED on quality properties. Excel Homes Real Estate Ltd www.Excel.com.mt Phone 9945 1255, 2141 3355."
"Wednesday, May 16, 2018","
Property For Sale
ATTARD, Misraħ Kola. Designer finished / partly furnished, three bedroom semi-detached villa. Large open plan, pool and entertainment area, two bathrooms, three spacious bedrooms, washroom and rooftop terrace and garage. €695,000. Phone 7947 3399."
